longitude,latitude
-74.59247607744256,39.260175002456194
-74.64922219959556,39.282460366979784
-74.56391117457957,39.282172114672875
-74.73445084714696,39.30478649481133
-74.70600442902823,39.30471813624093
-74.67755811263208,39.30464282736556
-74.64911190780023,39.304560568262964
-74.81973390627412,39.32705028938373
-74.791278290772,39.32700274496641
-74.76282274755363,39.326948244618045
-74.7343672864732,39.3268867883949
-74.70591191738478,39.32681837636039
-74.6774566501422,39.32674300858514
-74.64900149459912,39.32666068514693
-74.62054646060889,39.32657140613074
-74.59209155802465,39.32647517162869
-74.5636367966992,39.32637198174013
-74.50672773723447,39.326144736236586
-74.87660646759795,39.349224905413486
-74.84814177582989,39.34919124669798
-74.81967713670039,39.349150626520945
-74.79121256007595,39.34910304492433
-74.76274805582288,39.34904850195726
-74.73428363380738,39.34898699767607
-74.70581930389542,39.34891853214425
-74.67735507595282,39.34884310543252
-74.6488909598451,39.348760717618745
-74.62042696543763,39.348671368788
-74.59196310259547,39.34857505903255
-74.56349938118339,39.34847178845182
-74.47810916417053,39.3481202128603
-74.44964610712,39.34798910011668
-74.93351502209781,39.37137168561025
-74.90504128343227,39.37135193448415
-74.87656757771197,39.37132521639122
-74.84809391481555,39.37129153135907
-74.81962030462158,39.37125087942248
-74.79114675700849,39.37120326062345
-74.76267328185459,39.37114867501119
-74.73419988903801,39.371087122642066
-74.7057265884367,39.37101860357968
-74.67725338992847,39.37094311789482
-74.64878030339081,39.37086066566544
-74.62030733870104,39.37077124697673
-74.59183450573617,39.370674861921074
-74.56336181437297,39.37057151059803
-74.53488927448785,39.37046119311435
-74.4779446886559,39.37021966012814
-74.44947266246021,39.3700884448751
-74.42100082724481,39.36995026396043
-74.99045955046736,39.39349056452156
-74.96197679440465,39.39348474283563
-74.9334940515457,39.393471948702846
-74.90501133178127,39.393452182136436
-74.87652864500208,39.39342544315681
-74.84804600109877,39.39339173179163
-74.81956340996187,39.39335104807572
-74.79108088148182,39.39330339205113
-74.76259842554892,39.39324876376711
-74.7341160520533,39.39318716328015
-74.7056337708849,39.39311859065388
-74.67715159193348,39.393043045959175
-74.64866952508858,39.39296052927412
-74.62018758023947,39.39287104068399
-74.59170576727517,39.39277458028127
-74.56322409608441,39.392671148165654
-74.53474257655562,39.39256074444404
-74.50626121857687,39.392443369230506
-74.4777800320359,39.39231902264637
-74.44929902682007,39.39218770482013
-74.39233759991126,39.391904155991355
-75.01894828928546,39.4155896062962
-74.99045653887205,39.415590757962605
-74.96196479177566,39.41558493172633
-74.93347305789905,39.4155721275934
-74.90498134714502,39.41555234557704
-74.8764896694163,39.41552558569773
-74.84799803461554,39.41549184798312
-74.81950645264529,39.41545113246809
-74.79101493340798,39.41540343919477
-74.76252348680595,39.415348768212446
-74.73403212274131,39.41528711957764
-74.70554085111607,39.41521849335413
-74.67704968183196,39.415142889612845
-74.64855862479051,39.41506030843197
-74.62006768989305,39.414970749896874
-74.59157688704059,39.414874214100166
-74.56308622613385,39.41477070114167
-74.53459571707329,39.41466021112839
-74.50610536975897,39.414542744174575
-74.47761519409067,39.41441830040169
-74.42063539728915,39.41414848292049
-74.36365640585873,39.41385075980064
-75.07595574832524,39.43766645944327
-75.04745502007378,39.43768157871069
-75.01895427531367,39.43768971463181
-74.99045352395974,39.43769086719824
-74.96195277592683,39.43768503640879
-74.93345204112981,39.43767222226946
-74.90495132948347,39.437652424793555
-74.87645065090256,39.43762564400151
-74.84795001530178,39.437591879921044
-74.81944943259573,39.43755113258708
-74.79094891269887,39.43750340204179
-74.76244846552554,39.43744868833453
-74.73394810098995,39.437386991521905
-74.70544782900606,39.43731831166773
-74.67694765948771,39.43724264884306
-74.64844760234843,39.43716000312615
-74.61994766750156,39.437070374602506
-74.5914478648602,39.43697376336483
-74.56294820433706,39.436870169513064
-74.53444869584463,39.43675959315435
-74.50594934929502,39.43664203440308
-74.47745017460002,39.43651749338085
-74.3634553925878,39.43594950926703
-74.33495722582845,39.4357900589667
-75.10448947524509,39.45974434552114
-75.07597976262191,39.459766465389556
-75.04747002354317,39.45978159647075
-75.0189602679357,39.45978973874908
-74.9904505057264,39.459790892216084
-74.96194074684216,39.45978505687061
-74.9334310012099,39.459772232718656
-74.90492127875645,39.45975241977352
-74.87641158940868,39.459725618055714
-74.84790194309328,39.45969182759295
-74.81939234973694,39.459651048420206
-74.79088281926617,39.45960328057971
-74.76237336160739,39.45954852412086
-74.73386398668681,39.459486779100345
-74.7053547044305,39.45941804558207
-74.67684552476433,39.45934232363715
-74.64833645761388,39.45925961334396
-74.61982751290458,39.459169914788106
-74.59131870056152,39.459073228062394
-74.56281003050952,39.45896955326688
-74.5343015126731,39.45885889050888
-74.50579315697642,39.458741239902885
-74.47728497334332,39.45861660157067
-74.44877697169723,39.4584849756412
-74.4202691619612,39.458346362250666
-74.39176155405788,39.45820076154253
-74.36325415790942,39.45804817366745
-74.33474698343755,39.45788859878333
-75.16155988419078,39.48177899300241
-75.13304123363775,39.48181511857038
-75.10452253671929,39.48184424994424
-75.07600380337418,39.48186638709381
-75.04748504354129,39.48188152999618
-75.01896626715957,39.48188967863565
-74.99044748416799,39.481890833003824
-74.96192870450551,39.48188499309946
-74.93340993811113,39.481872158928645
-74.90489119492378,39.48185233050465
-74.87637248488237,39.48182550784799
-74.84785381792571,39.481791690986455
-74.81933520399255,39.48175087995506
-74.79081665302148,39.48170307479606
-74.76229817495098,39.481648275558925
-74.73377977971938,39.48158648230044
-74.70526147726478,39.48151769508455
-74.67674327752515,39.48144191398248
-74.64822519043817,39.48135913907269
-74.61970722594128,39.48126937044089
-74.59118939397172,39.481172608180024
-74.56267170446633,39.48106885239026
-74.53415416736173,39.48095810317903
-74.50563679259417,39.48084036066097
-74.4771195900995,39.48071562495801
-74.44860256981332,39.48058389619928
-74.42008574167065,39.48044517452114
-74.39156911560626,39.480299460067215
-75.19013866800852,39.50383560877983
-75.16161104326815,39.503878762186446
-75.13308336215509,39.503914915973084
-75.10455563462016,39.50394407010225
-75.07602787061421,39.50396622454377
-75.04750008008826,39.50398137927469
-75.01897227299331,39.50398953427931
-74.99044445928044,39.503990689549184
-74.96191664890075,39.50398484508311
-74.9333888518053,39.50397200088715
-74.90486107794516,39.50395215697461
-74.87633333727129,39.50392531336603
-74.84780563973464,39.50389147008924
-74.81927799528603,39.50385062717927
-74.79075041387618,39.50380278467844
-74.76222290545566,39.50374794263633
-74.73369547997488,39.503686101109714
-74.70516814738409,39.503617260162656
-74.67664091763329,39.50354141986647
-74.64811380067229,39.503458580299714
-74.61958680645067,39.503368741548194
-74.59105994491767,39.50327190370498
-74.56253322602232,39.503168066870344
-74.5340066597133,39.50305723115186
-74.50548025593893,39.50293939666433
-74.47695402464721,39.50281456352979
-74.44842797578576,39.50268273187755
-74.41990211930178,39.502543901844156
-75.2187355226791,39.52588506780007
-75.19019892390074,39.52593525995164
-75.16166225871821,39.52597844706126
-75.13312553709434,39.52601462908419
-75.10458876899203,39.526043805982894
-75.07605196437429,39.526065977727185
-75.04751513320421,39.526081144294054
-75.01897828544497,39.52608930566779
-74.99044143105975,39.52609046183994
-74.96190458001176,39.5260846128093
-74.9333677422642,39.52607175858193
-74.90483092778022,39.52605189917115
-74.876294146523,39.52602503459756
-74.84775740845551,39.52599116488898
-74.81922072354074,39.52595029008051
-74.79068410174153,39.52590241021453
-74.76214755302057,39.52584752534063
-74.73361108734038,39.5257856355157
-74.70507471466333,39.525716740803894
-74.67653844495158,39.52564084127659
-74.64800228816702,39.52555793701242
-74.61946625427133,39.52546802809734
-74.59093035322593,39.52537111462449
-74.56239459499193,39.52526719669432
-74.53385898953012,39.525156274414506
-74.50532354680098,39.52503834789998
-74.47678827676458,39.52491341727295
-74.44825318938067,39.524781482662874
-74.41971829460857,39.52464254420648
-74.30558084080943,39.52401675490566
-75.27589595414997,39.54786310142321
-75.24735046794198,39.54792735362947
-75.2188048952995,39.54798459543514
-75.19025924619713,39.548034826780864
-75.16171353060967,39.54807804761458
-75.13316775851204,39.54811425789146
-75.10462193987934,39.548143457573985
-75.07607608468669,39.548165646631865
-75.04753020290934,39.54818082504209
-75.0189843045226,39.54818899278893
-74.99043839950183,39.54819014986391
-74.96189249782233,39.54818429626584
-74.93334660945948,39.54817143200079
-74.90480074438858,39.5481515570821
-74.87625491258491,39.54812467153035
-74.84770912402364,39.54809077537345
-74.81916338867988,39.54804986864652
-74.79061771652862,39.54800195139198
-74.76207211754466,39.5479470236595
-74.73352660170272,39.547885085506046
-74.70498117897726,39.54781613699582
-74.67643585934262,39.547740178200314
-74.64789065277282,39.54765720919828
-74.61934556924167,39.547567230075714
-74.59080061872275,39.54747024092593
-74.5622558111893,39.54736624184947
-74.53371115661425,39.54725523295415
-74.5051666649702,39.54713721435504
-74.47662234622939,39.54701218617451
